,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100,pc_101,pc_102,pc_103
pc_029,8.616666666666667,8.066666666666666,13.7,14.433333333333335,21.0,6.2,21.35,14.55,16.216666666666665,23.766666666666666,10.383333333333333,12.816666666666665,10.45,12.316666666666665,5.416666666666668,12.433333333333335,8.0,10.383333333333333,8.15,2.5166666666666666,11.4,10.116666666666667,15.933333333333335,10.483333333333333,11.9,10.016666666666667,12.733333333333333,8.566666666666666,14.383333333333333,0.0,11.416666666666664,15.0,7.233333333333332,6.166666666666668,9.733333333333333,12.716666666666667,11.0,14.55,16.466666666666665,22.08333333333333,21.86666666666667,20.4,7.466666666666668,18.45,12.266666666666667,12.9,12.266666666666667,10.216666666666667,14.016666666666667,19.116666666666667,8.6,8.233333333333333,22.08333333333333,7.733333333333332,14.533333333333333,16.15,10.35,9.633333333333333,11.116666666666667,10.0,5.916666666666668,12.233333333333333,23.05,15.833333333333336,15.75,10.65,12.833333333333336,9.083333333333334,13.05,19.066666666666666,22.65,11.533333333333333,9.383333333333333,7.983333333333332,16.6,17.566666666666666,10.616666666666667,16.466666666666665,11.25,11.516666666666667,9.316666666666666,9.566666666666666,10.583333333333334,13.666666666666664,23.716666666666665,9.9,13.8,21.85,8.316666666666666,9.216666666666667,18.016666666666666,11.283333333333333,1.0666666666666669,11.7,9.3,15.316666666666665,12.35,11.7,12.583333333333336,14.65,12.116666666666667,16.75,11.15,5.9833333333333325
pc_030,6.066666666666666,12.433333333333335,7.433333333333334,17.55,27.48333333333333,14.216666666666667,16.083333333333332,14.033333333333333,22.05,30.266666666666666,14.75,20.066666666666666,14.816666666666665,16.683333333333334,7.2,10.016666666666667,19.05,7.166666666666668,6.433333333333334,13.683333333333335,15.766666666666667,7.7,22.41666666666667,6.8,16.266666666666666,15.233333333333333,17.1,15.9,19.416666666666668,11.716666666666667,0.0,13.933333333333335,14.25,10.1,16.4,6.016666666666668,17.5,18.916666666666668,11.216666666666667,16.833333333333332,16.616666666666667,15.15,18.516666666666666,24.95,16.633333333333333,17.266666666666666,17.866666666666667,4.066666666666666,18.366666666666667,13.866666666666667,15.733333333333333,12.6,14.683333333333335,8.616666666666667,5.766666666666668,22.65,14.716666666666667,16.783333333333335,17.183333333333334,8.883333333333333,8.866666666666667,9.183333333333334,15.65,20.2,10.5,15.016666666666667,9.766666666666667,14.616666666666667,4.3,12.183333333333335,29.15,15.9,19.416666666666668,7.6,20.966666666666665,10.166666666666666,13.6,9.383333333333333,2.55,16.166666666666668,13.683333333333335,13.933333333333335,14.95,18.033333333333328,16.316666666666666,14.266666666666667,17.15,14.45,12.683333333333335,13.583333333333336,12.766666666666667,17.783333333333335,10.683333333333334,8.633333333333333,13.666666666666664,19.683333333333334,6.2,18.2,16.95,19.016666666666666,16.483333333333334,15.683333333333335,8.083333333333334,7.583333333333332
pc_031,11.433333333333335,12.683333333333335,8.75,3.616666666666666,16.683333333333334,14.483333333333333,20.9,2.35,10.416666666666666,19.5,12.75,21.2,11.583333333333336,17.0,11.116666666666667,4.316666666666666,17.6,7.616666666666666,9.683333333333334,15.616666666666667,12.4,6.7,12.266666666666667,15.933333333333335,16.583333333333332,15.516666666666667,16.983333333333334,16.216666666666665,7.783333333333332,15.633333333333333,11.483333333333333,0.0,15.4,10.166666666666666,16.733333333333334,8.483333333333333,8.383333333333333,13.583333333333336,16.466666666666665,21.65,21.433333333333334,19.916666666666668,15.65,14.183333333333335,15.283333333333333,16.383333333333333,6.2333333333333325,13.2,10.566666666666666,19.133333333333333,16.883333333333333,11.866666666666667,17.4,13.783333333333333,12.65,11.883333333333333,15.033333333333333,17.916666666666668,17.5,7.2,13.5,18.316666666666666,19.15,16.466666666666665,15.75,12.066666666666665,18.916666666666668,16.533333333333335,12.216666666666667,16.983333333333334,18.33333333333333,11.083333333333336,19.0,14.666666666666664,17.45,14.966666666666667,5.416666666666668,13.766666666666667,11.683333333333335,4.55,13.283333333333333,10.4,11.8,11.6,19.783333333333328,14.683333333333335,4.666666666666667,17.933333333333334,12.933333333333335,11.866666666666667,18.016666666666666,7.933333333333334,14.6,17.783333333333335,13.416666666666664,14.35,8.4,12.15,17.283333333333335,15.5,10.816666666666665,1.75,17.233333333333334,11.3
pc_032,13.6,9.033333333333333,16.033333333333335,15.4,21.95,3.1166666666666667,21.98333333333333,13.7,17.183333333333334,24.73333333333333,11.35,8.666666666666666,11.4,12.6,11.583333333333336,14.833333333333336,6.2333333333333325,12.7,10.733333333333333,6.783333333333332,12.366666666666667,13.566666666666665,16.883333333333333,12.9,12.183333333333335,10.233333333333333,14.416666666666664,7.233333333333332,15.35,6.833333333333332,13.266666666666667,15.566666666666665,0.0,9.266666666666667,8.4,15.05,11.966666666666667,15.516666666666667,17.116666666666667,22.73333333333333,22.516666666666666,21.033333333333328,6.6,19.416666666666668,13.233333333333333,13.183333333333335,13.233333333333333,10.85,14.966666666666667,19.766666666666666,7.65,9.183333333333334,22.716666666666665,10.7,16.383333333333333,17.116666666666667,10.683333333333334,5.383333333333334,9.35,12.266666666666667,8.316666666666666,12.883333333333333,23.7,16.55,16.383333333333333,11.6,13.483333333333333,7.316666666666666,14.25,19.7,23.6,12.5,7.0,10.4,16.9,18.216666666666665,11.566666666666665,17.1,12.8,12.483333333333333,10.283333333333333,10.533333333333333,11.55,14.633333333333333,24.35,10.866666666666667,14.75,22.48333333333333,9.266666666666667,10.183333333333334,18.65,12.25,7.216666666666668,12.35,10.25,16.283333333333335,14.683333333333335,12.666666666666664,12.866666666666667,15.6,13.083333333333336,15.466666666666667,11.8,12.133333333333333
pc_033,7.4,7.35,9.35,13.916666666666664,20.116666666666667,10.033333333333333,21.383333333333333,10.166666666666666,15.333333333333336,22.88333333333333,9.666666666666666,16.466666666666665,10.233333333333333,11.6,7.083333333333332,8.183333333333334,11.633333333333333,6.033333333333332,4.066666666666666,8.733333333333333,10.683333333333334,6.9,15.05,12.283333333333333,11.183333333333335,12.083333333333336,12.016666666666667,10.783333333333333,13.516666666666667,6.766666666666668,9.9,10.6,10.983333333333333,0.0,11.95,8.366666666666667,10.133333333333333,13.833333333333336,16.516666666666666,22.13333333333333,21.91666666666667,20.45,9.683333333333334,17.583333333333332,11.55,12.183333333333335,11.4,10.266666666666667,12.966666666666667,19.166666666666668,12.433333333333335,7.5166666666666675,20.1,9.75,11.083333333333336,15.283333333333333,9.633333333333333,13.466666666666667,13.566666666666665,5.616666666666666,9.466666666666667,14.666666666666664,21.066666666666666,15.116666666666667,15.8,11.083333333333336,15.266666666666667,13.866666666666667,10.65,17.6,21.766666666666666,10.65,13.033333333333333,10.633333333333333,15.883333333333333,15.583333333333336,9.25,14.8,9.366666666666667,12.3,8.6,8.85,10.8,12.95,21.73333333333333,9.183333333333334,13.266666666666667,19.866666666666667,7.6,8.5,18.066666666666666,10.4,5.7333333333333325,14.116666666666667,8.583333333333334,14.616666666666667,8.0,10.833333333333336,11.866666666666667,13.933333333333335,11.7,12.35,13.566666666666665,6.55
pc_034,11.666666666666664,6.633333333333334,13.633333333333333,14.4,20.95,8.85,25.66666666666667,12.7,16.183333333333334,23.73333333333333,8.95,7.016666666666668,9.016666666666667,5.933333333333334,11.35,12.433333333333335,4.416666666666667,10.3,8.333333333333334,9.366666666666667,9.183333333333334,11.166666666666664,15.783333333333333,16.55,5.516666666666668,4.216666666666667,7.7666666666666675,2.2,14.35,9.416666666666666,14.183333333333335,14.85,8.45,9.033333333333333,0.0,12.65,10.966666666666667,13.116666666666667,20.783333333333328,26.41666666666667,26.18333333333333,24.716666666666665,4.5,19.0,8.183333333333334,6.516666666666668,12.233333333333333,14.533333333333333,12.566666666666665,23.45,11.25,6.8,24.36666666666667,14.016666666666667,15.35,17.0,3.3666666666666667,7.5,2.75,9.866666666666667,13.75,18.933333333333334,25.35,9.883333333333333,20.066666666666666,9.216666666666667,19.533333333333328,10.916666666666664,14.916666666666664,21.88333333333333,22.61666666666667,10.1,5.966666666666668,14.9,10.233333333333333,19.85,10.583333333333334,19.08333333333333,13.633333333333333,11.483333333333333,7.883333333333334,8.133333333333333,9.15,12.233333333333333,26.0,6.85,13.75,24.13333333333333,6.883333333333334,7.783333333333332,22.33333333333333,11.25,9.816666666666666,18.4,6.933333333333334,13.883333333333333,12.283333333333333,12.0,6.2,9.616666666666667,10.683333333333334,14.466666666666667,17.85,10.833333333333336
pc_035,7.85,10.266666666666667,1.4166666666666667,11.516666666666667,23.98333333333333,13.433333333333335,14.433333333333335,10.533333333333333,18.533333333333328,26.75,12.583333333333336,19.283333333333328,14.1,14.516666666666667,9.0,6.5,15.55,3.65,7.066666666666666,15.016666666666667,13.6,4.183333333333334,18.916666666666668,8.516666666666667,14.1,13.083333333333336,14.933333333333335,13.733333333333333,15.9,13.05,4.066666666666666,7.9,15.983333333333333,7.95,14.25,0.0,13.983333333333333,16.75,10.416666666666666,15.183333333333335,14.966666666666667,13.433333333333335,14.366666666666667,21.433333333333334,14.466666666666667,15.1,14.35,5.783333333333332,16.833333333333332,13.083333333333336,17.466666666666665,10.433333333333334,13.016666666666667,10.35,4.0,19.133333333333333,12.55,18.5,15.016666666666667,5.366666666666666,10.6,10.9,13.983333333333333,18.033333333333328,9.7,14.95,11.5,16.35,3.5,10.516666666666667,25.63333333333333,14.516666666666667,16.933333333333334,9.333333333333334,18.8,8.5,10.083333333333334,7.716666666666668,4.266666666666667,12.666666666666664,11.516666666666667,14.383333333333333,14.666666666666664,17.866666666666667,14.65,12.1,12.566666666666665,12.783333333333333,10.516666666666667,11.416666666666664,11.966666666666667,14.266666666666667,12.016666666666667,10.366666666666667,11.5,17.533333333333335,1.5166666666666666,14.683333333333335,14.783333333333333,16.85,15.566666666666665,9.65,9.816666666666666,9.366666666666667
pc_036,13.2,7.233333333333332,15.166666666666664,7.866666666666666,12.816666666666665,8.95,27.2,6.833333333333332,8.15,15.6,4.816666666666666,15.683333333333335,3.6666666666666665,11.483333333333333,12.883333333333333,11.633333333333333,12.083333333333336,11.833333333333336,9.866666666666667,10.083333333333334,5.866666666666666,12.7,5.9,18.08333333333333,11.066666666666665,10.033333333333333,8.816666666666666,10.7,6.916666666666668,10.15,15.716666666666667,8.766666666666667,9.866666666666667,10.566666666666666,11.2,14.183333333333335,0.0,7.05,22.316666666666666,27.95,27.716666666666665,26.25,10.133333333333333,9.083333333333334,7.85,9.866666666666667,5.7,16.066666666666666,4.05,24.98333333333333,11.35,5.633333333333334,26.08333333333333,15.55,16.883333333333333,7.083333333333332,9.516666666666667,12.4,11.983333333333333,10.983333333333333,13.983333333333333,18.55,26.88333333333333,9.95,21.6,4.55,19.15,11.016666666666667,16.45,23.41666666666667,14.466666666666667,4.116666666666666,13.466666666666667,16.066666666666666,10.916666666666664,21.383333333333333,7.066666666666666,20.616666666666667,15.166666666666664,4.933333333333334,7.05,4.183333333333334,4.266666666666667,5.083333333333333,27.53333333333333,6.75,7.216666666666668,25.66666666666667,7.033333333333332,5.633333333333334,23.86666666666667,3.966666666666667,10.533333333333333,18.016666666666666,7.233333333333332,7.833333333333332,13.816666666666665,4.3,11.75,8.966666666666667,4.283333333333333,7.933333333333334,17.466666666666665,12.366666666666667
pc_037,16.266666666666666,8.75,18.216666666666665,12.45,11.5,13.45,30.25,11.416666666666664,9.483333333333333,14.283333333333333,6.666666666666668,17.85,7.45,8.3,15.933333333333335,16.916666666666668,15.566666666666665,14.9,12.916666666666664,14.583333333333336,2.7,15.75,4.533333333333333,21.133333333333333,8.5,13.083333333333336,6.833333333333332,13.75,8.25,14.633333333333333,18.766666666666666,13.35,14.35,13.633333333333333,12.516666666666667,17.233333333333334,6.766666666666668,0.0,25.38333333333333,31.0,30.78333333333333,29.3,14.383333333333333,7.7666666666666675,5.883333333333334,5.9833333333333325,10.283333333333333,19.116666666666667,3.6666666666666665,28.03333333333333,15.85,7.7,28.95,18.6,19.933333333333334,5.766666666666668,10.116666666666667,16.883333333333333,13.583333333333336,14.45,18.33333333333333,23.53333333333333,29.93333333333333,4.933333333333334,24.65,5.7,23.4,15.5,19.5,26.466666666666665,13.15,4.983333333333333,16.95,19.5,5.9,24.45,12.35,23.66666666666667,18.233333333333334,9.533333333333333,8.616666666666667,7.166666666666668,5.05,1.8,30.58333333333333,6.066666666666666,11.8,28.716666666666665,7.033333333333332,7.233333333333332,26.91666666666667,7.3,15.016666666666667,22.266666666666666,7.15,2.816666666666667,16.866666666666667,7.316666666666666,9.183333333333334,3.95,4.283333333333333,12.516666666666667,21.716666666666665,15.416666666666664
pc_038,9.516666666666667,17.9,10.716666666666667,19.416666666666668,31.58333333333333,16.5,6.1,18.15,26.216666666666665,34.36666666666667,20.2,22.35,20.266666666666666,22.13333333333333,12.133333333333333,14.983333333333333,21.216666666666665,12.133333333333333,11.9,16.066666666666666,21.216666666666665,12.666666666666664,27.03333333333333,9.083333333333334,21.716666666666665,20.7,22.55,22.216666666666665,23.58333333333333,15.633333333333333,8.9,15.8,16.533333333333335,15.566666666666665,23.38333333333333,9.3,22.48333333333333,24.36666666666667,0.0,6.85,6.633333333333334,5.166666666666667,21.58333333333333,30.33333333333333,22.08333333333333,22.716666666666665,22.03333333333333,6.5,23.83333333333333,3.8833333333333333,18.016666666666666,18.05,7.1,10.9,7.883333333333334,28.03333333333333,20.166666666666668,19.066666666666666,22.63333333333333,13.85,11.15,11.466666666666667,7.366666666666666,25.65,3.2,20.466666666666665,12.05,16.9,7.183333333333334,3.8333333333333335,33.25,21.366666666666667,21.7,9.883333333333333,26.41666666666667,2.7,19.1,3.55,8.416666666666666,20.33333333333333,19.133333333333333,19.383333333333333,20.416666666666668,23.48333333333333,8.066666666666666,19.716666666666665,20.466666666666665,6.15,18.133333333333333,19.033333333333328,5.55,22.75,14.6,10.916666666666664,19.116666666666667,25.15,9.95,23.18333333333333,22.41666666666667,24.466666666666665,21.95,17.55,10.366666666666667,12.683333333333335
pc_039,14.766666666666667,23.15,15.966666666666667,24.08333333333333,36.266666666666666,21.766666666666666,3.733333333333333,22.83333333333333,30.88333333333333,39.03333333333333,25.466666666666665,27.6,25.53333333333333,27.4,17.383333333333333,20.25,26.48333333333333,17.4,17.15,21.33333333333333,26.48333333333333,17.933333333333334,32.3,14.333333333333336,26.98333333333333,25.95,27.816666666666666,27.466666666666665,28.25,20.883333333333333,14.166666666666664,20.466666666666665,21.8,20.816666666666666,28.63333333333333,14.566666666666665,27.73333333333333,29.63333333333333,6.516666666666668,0.0,1.4,3.9166666666666665,26.83333333333333,35.6,27.35,27.98333333333333,26.716666666666665,11.766666666666667,29.1,5.4,23.28333333333333,23.316666666666666,4.383333333333334,16.166666666666668,13.133333333333333,33.3,25.43333333333333,24.316666666666666,27.9,19.116666666666667,16.416666666666668,16.716666666666665,3.4,30.91666666666667,8.45,25.73333333333333,17.316666666666666,22.16666666666667,12.45,4.1,37.91666666666666,26.61666666666667,26.95,15.15,31.68333333333333,6.183333333333334,24.35,8.833333333333334,13.683333333333335,25.016666666666666,24.4,24.65,25.66666666666667,28.75,3.4833333333333334,24.98333333333333,25.13333333333333,2.8666666666666667,23.4,24.3,7.833333333333332,28.016666666666666,19.85,16.183333333333334,24.38333333333333,30.4,15.216666666666667,28.43333333333333,27.66666666666667,29.73333333333333,27.2,22.216666666666665,15.633333333333333,17.95
pc_040,14.933333333333335,23.316666666666666,16.133333333333333,24.25,36.43333333333333,21.93333333333333,3.1666666666666665,23.0,31.05,39.2,25.63333333333333,27.766666666666666,25.7,27.566666666666666,17.55,20.416666666666668,26.65,17.566666666666666,17.316666666666666,21.5,26.65,18.1,32.46666666666667,14.5,27.15,26.11666666666667,27.98333333333333,27.63333333333333,28.41666666666667,21.05,14.333333333333336,20.633333333333333,21.966666666666665,20.983333333333334,28.8,14.733333333333333,27.9,29.8,6.683333333333334,0.8833333333333333,0.0,4.083333333333333,27.0,35.766666666666666,27.516666666666666,28.15,26.88333333333333,11.933333333333335,29.266666666666666,5.566666666666666,23.45,23.48333333333333,4.55,16.333333333333332,13.3,33.46666666666667,25.6,24.48333333333333,28.066666666666666,19.283333333333328,16.583333333333332,16.883333333333333,3.566666666666667,31.08333333333333,8.616666666666667,25.9,17.483333333333334,22.33333333333333,12.616666666666667,4.266666666666667,38.083333333333336,26.78333333333333,27.11666666666667,15.316666666666665,31.85,6.35,24.516666666666666,9.0,13.85,25.18333333333333,24.566666666666666,24.816666666666666,25.83333333333333,28.91666666666667,3.583333333333333,25.15,25.3,3.033333333333333,23.566666666666666,24.466666666666665,8.0,28.18333333333333,20.016666666666666,16.35,24.55,30.566666666666666,15.383333333333333,28.6,27.83333333333333,29.9,27.36666666666667,22.38333333333333,15.8,18.116666666666667
pc_041,13.533333333333333,21.91666666666667,14.733333333333333,23.43333333333333,35.61666666666667,20.533333333333328,2.55,22.33333333333333,30.4,38.4,24.23333333333333,26.38333333333333,24.3,26.16666666666667,16.15,19.016666666666666,25.25,16.166666666666668,15.916666666666664,20.1,25.25,16.7,31.066666666666666,13.1,25.75,24.716666666666665,26.58333333333333,26.23333333333333,27.766666666666666,19.65,12.933333333333335,19.983333333333334,20.566666666666666,19.6,27.4,13.333333333333336,26.5,28.4,5.283333333333333,3.3,3.066666666666667,0.0,25.6,34.36666666666667,26.11666666666667,26.75,26.216666666666665,10.533333333333333,27.86666666666667,4.166666666666667,22.05,22.08333333333333,5.35,14.933333333333335,11.916666666666664,32.06666666666667,24.2,23.08333333333333,26.66666666666667,17.883333333333333,15.183333333333335,15.483333333333333,4.366666666666666,29.68333333333333,7.216666666666668,24.5,16.083333333333332,20.933333333333334,11.216666666666667,2.9166666666666665,37.266666666666666,25.38333333333333,25.716666666666665,13.916666666666664,30.45,5.016666666666667,23.11666666666667,7.616666666666666,12.45,24.516666666666666,23.16666666666667,23.41666666666667,24.43333333333333,27.516666666666666,6.0,23.75,24.63333333333333,3.8333333333333335,22.16666666666667,23.066666666666666,4.933333333333334,26.78333333333333,18.633333333333333,14.95,23.15,29.16666666666667,13.983333333333333,27.2,26.43333333333333,28.5,25.966666666666665,21.58333333333333,14.4,16.716666666666665
pc_042,11.95,6.9,13.9,14.666666666666664,21.183333333333334,7.366666666666666,25.93333333333333,12.966666666666667,16.45,23.95,9.216666666666667,9.05,9.283333333333333,7.666666666666668,11.633333333333333,12.7,4.233333333333333,10.583333333333334,8.6,7.166666666666668,10.233333333333333,11.433333333333335,16.05,16.816666666666666,7.25,4.483333333333333,9.5,3.3833333333333333,14.616666666666667,7.216666666666668,14.45,15.116666666666667,6.616666666666666,9.316666666666666,4.55,12.916666666666664,11.233333333333333,13.383333333333333,21.066666666666666,26.68333333333333,26.466666666666665,24.98333333333333,0.0,19.266666666666666,9.916666666666666,8.25,12.5,14.8,12.85,23.716666666666665,10.466666666666667,7.066666666666666,24.63333333333333,14.283333333333333,15.616666666666667,17.283333333333335,5.766666666666668,7.966666666666668,6.15,10.133333333333333,12.466666666666667,17.8,25.61666666666667,11.616666666666667,20.33333333333333,9.483333333333333,18.4,10.116666666666667,15.183333333333335,22.15,22.83333333333333,10.366666666666667,5.616666666666666,14.533333333333333,11.966666666666667,20.133333333333333,10.85,19.35,13.916666666666664,11.75,8.15,8.4,9.416666666666666,12.5,26.266666666666666,8.583333333333334,14.033333333333333,24.4,7.15,8.05,22.6,11.516666666666667,7.6,17.266666666666666,8.133333333333333,14.15,12.55,12.266666666666667,7.933333333333334,11.35,10.95,14.733333333333333,16.716666666666665,11.1
pc_043,21.65,15.666666666666664,21.78333333333333,12.966666666666667,4.566666666666666,17.4,35.0,12.25,5.816666666666666,7.333333333333332,12.266666666666667,24.11666666666667,12.1,14.65,21.33333333333333,17.383333333333333,20.516666666666666,20.283333333333328,18.3,18.533333333333328,9.683333333333334,19.766666666666666,4.7,26.53333333333333,14.85,18.483333333333334,13.766666666666667,19.133333333333333,7.083333333333332,18.58333333333333,24.55,14.183333333333335,18.316666666666666,19.016666666666666,18.866666666666667,21.516666666666666,9.15,7.416666666666668,30.766666666666666,35.73333333333333,35.516666666666666,34.0,18.566666666666666,0.0,12.866666666666667,12.333333333333336,12.833333333333336,24.516666666666666,7.7666666666666675,33.416666666666664,19.8,14.066666666666665,31.5,24.0,25.53333333333333,2.7666666666666666,16.466666666666665,20.83333333333333,20.416666666666668,18.2,22.43333333333333,27.0,33.23333333333333,8.483333333333333,30.05,11.716666666666667,27.6,19.45,25.28333333333333,31.08333333333333,6.216666666666668,10.05,21.9,24.5,10.833333333333336,29.066666666666666,14.733333333333333,28.466666666666665,24.75,10.966666666666667,15.483333333333333,12.616666666666667,11.066666666666665,7.35,33.86666666666667,13.033333333333333,12.683333333333335,32.03333333333333,14.016666666666667,14.083333333333336,32.31666666666667,7.366666666666666,18.983333333333334,26.45,14.133333333333333,7.333333333333332,21.45,11.1,15.533333333333333,10.316666666666666,9.766666666666667,13.4,25.9,20.8
pc_044,14.25,5.083333333333333,16.2,14.05,16.3,11.433333333333335,28.23333333333333,13.033333333333333,11.95,19.08333333333333,4.65,15.683333333333335,6.133333333333334,6.65,13.933333333333335,15.016666666666667,11.916666666666664,12.883333333333333,10.916666666666664,12.566666666666665,2.7666666666666666,13.75,9.333333333333334,19.133333333333333,6.55,9.633333333333333,2.0,10.1,10.716666666666667,12.616666666666667,16.75,14.9,12.35,11.616666666666667,10.55,15.216666666666667,7.566666666666666,6.683333333333334,23.36666666666667,28.98333333333333,28.766666666666666,27.3,10.733333333333333,12.566666666666665,0.0,3.683333333333333,11.883333333333333,17.116666666666667,6.133333333333334,26.016666666666666,13.833333333333336,5.683333333333334,26.95,16.6,17.933333333333334,10.566666666666666,8.166666666666666,14.866666666666667,11.416666666666664,12.433333333333335,16.316666666666666,21.516666666666666,27.91666666666667,4.966666666666667,22.65,4.383333333333334,22.11666666666667,13.483333333333333,17.5,24.45,17.966666666666665,3.8833333333333333,13.3,17.483333333333334,5.7333333333333325,22.43333333333333,10.9,21.65,16.216666666666665,11.133333333333333,6.6,5.566666666666666,3.8,5.8,28.58333333333333,2.0,13.416666666666664,26.716666666666665,5.033333333333333,5.233333333333333,24.91666666666667,8.916666666666666,13.016666666666667,20.966666666666665,3.733333333333333,7.45,14.85,5.966666666666668,7.233333333333332,3.783333333333333,4.316666666666666,14.116666666666667,20.416666666666668,13.4
pc_045,15.1,5.966666666666668,17.066666666666666,16.4,15.5,12.283333333333333,29.1,15.366666666666667,13.433333333333335,18.266666666666666,7.166666666666668,12.533333333333333,8.2,2.966666666666667,14.783333333333333,15.866666666666667,9.933333333333334,13.733333333333333,11.766666666666667,13.416666666666664,3.95,14.6,9.3,19.983333333333334,3.183333333333333,7.65,3.55,8.116666666666667,12.2,13.483333333333333,17.6,17.316666666666666,13.2,12.466666666666667,7.183333333333334,16.083333333333332,10.15,6.633333333333334,24.216666666666665,29.83333333333333,29.61666666666667,28.15,8.75,11.75,3.9,0.0,14.233333333333333,17.966666666666665,7.616666666666666,26.86666666666667,14.683333333333335,7.416666666666668,27.8,17.45,18.783333333333328,9.766666666666667,4.8,13.016666666666667,8.266666666666667,13.3,17.166666666666668,22.36666666666667,28.766666666666666,3.683333333333333,23.5,6.966666666666668,22.966666666666665,14.333333333333336,18.35,25.3,17.15,6.2,11.316666666666665,18.33333333333333,4.033333333333333,23.28333333333333,13.483333333333333,22.5,17.066666666666666,13.483333333333333,8.283333333333333,7.316666666666666,6.383333333333334,5.75,29.43333333333333,4.416666666666667,15.75,27.566666666666666,5.966666666666668,6.966666666666668,25.766666666666666,11.25,14.2,21.83333333333333,5.516666666666668,7.183333333333334,15.716666666666667,8.283333333333333,3.866666666666666,3.1666666666666665,5.883333333333334,16.466666666666665,21.283333333333328,14.266666666666667
pc_046,13.283333333333333,9.8,11.133333333333333,3.2333333333333334,13.416666666666664,11.516666666666667,24.33333333333333,1.6,7.483333333333332,16.183333333333334,8.983333333333333,18.233333333333334,8.666666666666666,14.033333333333333,12.95,6.7333333333333325,14.633333333333333,10.016666666666667,9.933333333333334,12.65,9.466666666666667,9.116666666666667,9.333333333333334,18.35,13.616666666666667,12.6,13.816666666666665,13.25,4.85,12.7,13.9,3.533333333333333,12.433333333333335,10.5,13.766666666666667,10.866666666666667,5.466666666666668,10.65,19.9,25.08333333333333,24.86666666666667,23.35,12.683333333333335,11.25,12.366666666666667,13.466666666666667,0.0,15.616666666666667,7.65,22.566666666666666,13.916666666666664,8.9,20.85,15.616666666666667,14.883333333333333,8.966666666666667,12.083333333333336,14.95,14.533333333333333,7.55,15.35,20.733333333333334,22.58333333333333,13.533333333333333,19.183333333333334,9.55,21.33333333333333,13.566666666666665,14.633333333333333,20.416666666666668,16.016666666666666,8.166666666666666,16.033333333333335,16.516666666666666,14.516666666666667,18.4,4.066666666666666,17.2,14.1,1.6166666666666667,10.316666666666666,7.433333333333334,9.266666666666667,8.666666666666666,23.216666666666665,11.75,2.6,21.366666666666667,10.033333333333333,8.9,21.45,5.0,14.566666666666665,20.183333333333334,10.5,11.416666666666664,10.783333333333333,9.216666666666667,14.316666666666665,12.566666666666665,7.883333333333334,3.3,19.633333333333333,12.433333333333335
pc_047,3.0,11.383333333333333,7.15,17.183333333333334,27.13333333333333,9.983333333333333,11.133333333333333,13.766666666666667,21.766666666666666,29.9,13.683333333333335,15.833333333333336,13.75,15.616666666666667,5.616666666666666,9.733333333333333,14.7,6.883333333333334,5.383333333333334,9.55,14.7,7.416666666666668,20.516666666666666,2.566666666666667,15.2,14.183333333333335,16.05,15.7,19.133333333333333,9.116666666666667,2.3833333333333333,13.583333333333336,10.016666666666667,9.05,16.866666666666667,5.7333333333333325,17.15,17.866666666666667,6.25,11.866666666666667,11.65,10.183333333333334,15.066666666666665,23.75,15.583333333333336,16.2,17.583333333333332,0.0,17.316666666666666,8.9,11.5,11.533333333333333,11.866666666666667,4.383333333333334,5.5,21.75,13.666666666666664,12.55,16.116666666666667,8.6,4.633333333333334,4.95,12.833333333333336,19.133333333333333,5.533333333333332,13.95,5.55,10.4,3.3833333333333333,8.85,28.78333333333333,14.85,15.183333333333335,3.3666666666666667,19.9,7.35,13.316666666666665,6.25,1.9,15.9,12.616666666666667,12.866666666666667,13.9,16.966666666666665,13.5,13.2,16.866666666666667,11.633333333333333,11.616666666666667,12.533333333333333,7.8,17.416666666666668,8.083333333333334,4.4,12.6,18.633333333333333,5.916666666666668,17.983333333333334,15.9,17.95,15.433333333333335,15.333333333333336,3.85,6.183333333333334
