,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100,pc_101,pc_102,pc_103,pc_104,pc_105,pc_106,pc_107,pc_108,pc_109,pc_110,pc_111,pc_112,pc_113,pc_114,pc_115,pc_116,pc_117,pc_118,pc_119,pc_120,pc_121,pc_122,pc_123,pc_124,pc_125,pc_126,pc_127,pc_128,pc_129,pc_130,pc_131,pc_132,pc_133,pc_134,pc_135,pc_136,pc_137
pc_028,14.155,3.8539999999999996,1.454,6.112,7.4460000000000015,10.48,6.059,5.061,8.013,4.4110000000000005,8.072000000000001,11.167,4.1339999999999995,2.908,3.275,1.024,6.272,1.739,12.764000000000001,4.088,9.096,4.745,5.992999999999999,2.8,10.415,0.818,3.1319999999999997,3.332,0.0,3.764,5.553999999999999,6.834,6.643,10.554,1.5519999999999998,5.5870000000000015,8.008,4.402,5.284,7.678,2.415,7.945,3.97,6.19,6.2970000000000015,4.06,3.068,9.755,9.391,6.171,7.08,5.025,5.085,6.307,2.076,5.766,7.3039999999999985,6.3320000000000025,5.727,4.539,4.784,10.384,3.73,1.4069999999999998,3.035,5.694,5.731,3.217,12.495,0.535,3.7,4.836,3.201,5.602,1.5019999999999998,15.695,4.795,1.521,4.09,5.395,5.015,2.736,5.586,7.2479999999999976,8.1,7.347,10.113,5.702999999999999,2.698,3.875,5.815,3.1639999999999997,5.646,3.517,14.342,5.164,4.91,7.612,14.325,5.273,28.851999999999997,6.334,2.948,18.266,2.739,9.477,18.554000000000002,2.449,7.943,3.325,12.09,5.064,3.405,7.733,1.128,3.3989999999999996,5.5329999999999995,1.401,11.136,3.807,4.793,3.346,8.965,9.288,7.7,5.712999999999999,9.283999999999999,6.711,4.979,2.0869999999999997,8.292,6.388,5.421,5.107,1.18,4.272,5.191,1.2590000000000001
pc_029,8.641,1.61,4.2669999999999995,3.693,4.91,7.312,1.143,1.496,7.473,1.168,5.775,7.122000000000001,0.78,2.543,3.716,3.4930000000000003,2.48,3.84,7.825,0.531,6.892,2.501,3.11,1.551,6.68,3.65,1.196,0.867,3.6919999999999997,0.0,1.525,3.406,2.319,5.955,3.8339999999999996,1.5319999999999998,5.532,2.158,3.2939999999999996,6.254,2.988,8.703,0.40399999999999997,3.549,2.505,0.706,1.0390000000000001,7.551,7.61,2.529,3.344,1.46,2.9989999999999997,2.516,2.489,1.709,4.933,1.415,3.9760000000000004,3.827,3.197,6.648,0.344,3.062,2.079,1.666,3.048,1.238,7.3610000000000015,3.537,0.938,2.591,1.2229999999999999,5.312,2.9130000000000003,13.94,2.165,3.161,1.828,5.15,1.2790000000000001,2.06,3.0039999999999996,2.059,5.928999999999999,2.314,6.377999999999999,2.1180000000000003,1.817,0.768,3.4739999999999998,4.063,1.617,0.905,11.796,4.919,1.527,2.5789999999999997,8.764,4.098,10.63,3.965,3.312,12.835999999999999,1.489,7.273,8.948,1.72,5.739,1.213,8.355,2.316,1.135,2.7,4.053999999999999,3.841,1.864,3.116,7.197,0.47,1.055,1.905,6.761,5.35,2.667,1.685,7.08,2.416,1.2429999999999999,3.386,5.6739999999999995,1.775,3.176,2.9810000000000003,4.106,0.871,3.687,2.984
pc_030,7.827000000000001,1.835,5.296,2.681,3.8989999999999996,6.6110000000000015,1.386,1.2919999999999998,7.206,2.318,5.507999999999999,6.308,2.271,3.2560000000000002,4.308,4.918,1.469,6.43,7.0120000000000005,1.421,6.625,2.475,2.099,2.977,5.8660000000000005,5.075,2.622,2.292,5.478,1.42,0.0,2.491,1.308,4.91,4.863,0.521,5.34,2.2,4.329,6.586,5.121,7.676,1.83,2.5380000000000003,1.494,2.197,2.465,7.2189999999999985,7.343,2.262,2.531,1.607,1.9880000000000002,1.505,3.5180000000000002,0.698,5.89,1.16,4.927,4.862,4.19,5.835,1.7690000000000001,4.488,3.505,0.655,2.727,2.6639999999999997,6.5470000000000015,5.3229999999999995,2.364,2.641,2.6489999999999996,5.904,4.3389999999999995,12.927999999999999,2.274,4.586,1.87,5.742000000000001,0.7440000000000001,3.486,2.366,0.603,5.662000000000001,1.072,5.564,1.107,3.2430000000000003,2.193,2.463,4.7330000000000005,0.8009999999999999,2.331,10.785,5.511,2.562,1.337,7.95,5.0489999999999995,9.816,3.66,5.625,11.825,2.915,7.186,7.937,3.1460000000000004,5.465,2.639,7.541,2.123,2.56,1.4580000000000002,5.479,4.433,1.037,4.542,6.186,1.896,1.42,4.359,6.494,4.338,1.425,0.674,6.992999999999999,2.006,0.7070000000000001,5.874,5.407,0.764,3.2260000000000004,1.97,5.532,2.2969999999999997,2.676,4.825
pc_031,7.327000000000001,4.107,7.005,4.953,6.171,8.883,1.7590000000000001,3.563,4.998,1.89,3.299,7.268,3.759,5.2810000000000015,6.455,5.53,3.741,5.6,6.517,2.903,4.417,4.747,4.371,4.29,6.8260000000000005,6.182,4.044,3.605,6.553999999999999,2.972,2.8160000000000003,0.0,3.58,4.328,6.572,2.793,3.057,4.4719999999999995,3.386,4.377,4.291,9.948,3.1430000000000002,4.81,3.766,3.685,3.778,5.075,5.1339999999999995,0.552,3.491,3.8789999999999996,4.26,3.7769999999999997,5.227,2.969,3.682,1.652,3.0589999999999997,3.948,2.322,6.795,2.873,5.9879999999999995,4.725,2.927,4.999,3.707,6.269,6.4479999999999995,3.222,4.913,3.6919999999999997,8.051,5.8389999999999995,26.849,4.546,5.232,4.1419999999999995,7.888,2.116,4.706,4.638,2.356,3.4539999999999997,2.456,6.524,3.3789999999999996,5.032,2.6860000000000004,4.735,6.801,2.594,3.0389999999999997,21.875,7.657,1.632,2.721,7.45,3.181,10.719000000000001,5.932,4.795,20.269000000000002,4.228,4.797,15.357999999999999,4.19,3.264,3.193,8.501,4.395,3.115,2.842,6.027,6.58,3.3089999999999997,5.492999999999999,7.405,2.716,3.6919999999999997,3.529,4.2860000000000005,5.92,2.8089999999999997,2.946,4.605,0.486,3.075,5.044,3.199,3.036,5.4979999999999976,4.242,6.246,2.595,4.947,6.222
pc_032,8.447000000000001,2.91,6.392,1.775,2.9530000000000003,6.0920000000000005,2.469,2.537,8.289,3.1630000000000003,6.59,4.305,3.012,4.351,5.835,5.7989999999999995,0.341,6.146,7.6320000000000014,2.301,7.7079999999999975,2.042,1.666,4.024,6.223,5.956,3.503,3.173,6.574,2.3,1.1520000000000001,3.574,0.0,6.791,5.959,0.7859999999999999,7.4620000000000015,2.4619999999999997,5.175,7.6679999999999975,5.294,7.187,2.7110000000000003,1.631,0.5870000000000001,2.937,3.346,9.099,8.425,3.344,2.525,2.8489999999999998,1.555,0.336,4.613,0.81,6.973,2.2430000000000003,5.539,5.7079999999999975,4.802,6.192,2.65,5.367999999999999,4.386,1.2930000000000001,2.294,3.545,7.1670000000000025,6.4179999999999975,3.2439999999999998,2.208,3.529,6.216,5.218999999999999,17.545,1.841,5.4670000000000005,2.945,5.778,1.624,4.367,1.933,1.686,6.745,2.155,5.921,3.179,4.123,3.074,1.8319999999999999,6.26,1.153,3.2119999999999997,9.839,5.5470000000000015,3.408,2.42,8.57,5.66,10.074,3.1710000000000003,5.617999999999999,9.911,3.9619999999999997,9.066,6.024,4.027,7.5870000000000015,3.5189999999999997,7.798999999999999,1.69,3.4410000000000003,2.541,6.36,5.96,3.304,5.422999999999999,4.273,2.7769999999999997,3.134,4.212,7.577000000000001,2.54,2.508,1.3119999999999998,8.873,3.089,1.588,5.693,6.49,1.1520000000000001,2.793,1.537,6.412999999999999,3.178,2.2430000000000003,5.92
pc_033,3.062,6.6610000000000005,9.96,7.5070000000000014,8.777999999999999,18.899,4.812,6.117000000000001,6.435,5.8770000000000024,4.7360000000000015,5.862,6.7139999999999995,8.237,9.134,9.517000000000001,6.295,9.587,2.247,5.858,4.427,7.301,6.925,7.245,4.0969999999999995,10.169,6.89,6.56,10.540999999999999,5.928,5.37,4.312,6.662999999999999,0.0,9.527999999999999,5.347,5.401,7.026,7.494,6.36,8.277999999999999,22.612,6.098,7.362999999999999,6.32,6.64,6.733,3.7769999999999997,6.5710000000000015,4.539,4.947,6.433,6.814,6.33,8.182,5.523,5.665,4.705,7.1679999999999975,8.057,6.309,4.066,6.037000000000001,9.975,8.712,6.629,7.553,6.932,2.717,10.435,6.631,7.4670000000000005,6.916,25.215,9.826,23.296999999999997,7.099,9.219,6.6960000000000015,10.567,4.67,8.693,7.192,4.91,4.891,4.572,3.795,5.933,7.51,6.6720000000000015,7.289,9.757,5.148,7.026,18.323,10.335999999999999,5.619,4.737,3.185,7.29,7.1670000000000025,8.486,8.782,16.717,7.183,3.7439999999999998,11.806,7.414,5.526,7.18,5.977,6.949,7.102,5.194,10.654000000000002,9.259,7.26,9.48,12.817,6.702999999999999,6.246,7.516,4.516,5.848,4.8260000000000005,6.648,3.551,4.252,5.867000000000001,9.031,4.636,5.5889999999999995,8.052,6.796,10.232999999999999,6.5820000000000025,7.501,10.209
pc_034,12.850999999999999,3.161,0.9209999999999999,5.419,6.752999999999999,8.384,4.7139999999999995,4.367,8.939,4.3839999999999995,7.834,10.474,4.176,2.215,2.2769999999999997,1.569,5.579,2.2840000000000003,12.035,4.13,9.641,4.052,5.3,2.842,10.457,1.349,3.011,3.2119999999999997,1.5190000000000001,3.805,4.8610000000000015,6.6160000000000005,5.95,9.527000000000001,0.0,4.894,8.552999999999999,3.7089999999999996,5.088,8.605,2.96,7.263,3.8489999999999998,5.497000000000001,5.604,4.102,2.947,10.299000000000001,10.318,5.952999999999999,7.122000000000001,4.331,4.3919999999999995,5.614,1.383,5.073,6.727,4.987,5.771,5.465,5.329,10.425999999999998,3.61,1.286,2.852,5.001,5.038,3.096,11.138,1.364,3.5210000000000004,4.1419999999999995,3.0810000000000004,3.9619999999999997,1.5130000000000001,15.013,4.102,2.065,3.397,3.71,5.056,2.553,4.893,5.395,7.987999999999999,5.849,10.155,5.01,2.515,3.6919999999999997,5.122000000000001,2.166,4.953,3.3339999999999996,13.66,3.4789999999999996,4.743,6.114,12.974,6.199,14.407,5.641,3.875,17.584,2.78,10.021,17.872,2.3280000000000003,8.488,3.142,12.132,4.371,3.222,6.235,2.0540000000000003,2.4019999999999997,4.84,1.901,10.443,3.687,4.1,4.052,9.51,8.595,6.202000000000001,5.02,9.829,6.004,5.02,2.6310000000000002,7.713999999999999,5.695,4.727,4.414,2.1069999999999998,4.087,4.498,0.866
pc_035,8.2,2.492,5.787000000000001,2.508,3.616,6.756,1.6740000000000002,1.676,7.591,2.377,5.892,4.42,2.225,3.9130000000000003,4.965,5.013,1.127,5.36,7.383999999999999,1.515,7.01,2.8289999999999997,2.71,3.071,6.239,5.17,2.717,2.387,5.2120000000000015,1.514,0.45399999999999996,2.8760000000000003,0.7859999999999999,6.5429999999999975,5.354,0.0,7.215,2.8569999999999998,4.388999999999999,6.97,4.508,7.92,1.9240000000000002,2.364,1.374,2.151,2.56,8.852,7.727,2.6460000000000004,2.3680000000000003,1.992,2.3409999999999997,1.122,4.0089999999999995,0.17600000000000002,6.275,1.545,4.753,4.921,4.015,6.2070000000000025,1.864,4.582,3.6,1.04,3.08,2.758,6.92,5.0569999999999995,2.458,2.9939999999999998,2.7430000000000003,6.561,4.433,12.645999999999999,2.627,4.681,2.5269999999999997,6.399,0.838,3.58,2.72,0.988,6.0470000000000015,1.4569999999999999,5.937,1.492,3.3369999999999997,2.2880000000000003,2.565,5.39,0.455,2.426,10.502,6.1679999999999975,2.6210000000000004,1.722,8.323,4.874,10.189,3.905,4.832,10.109,3.01,8.818999999999997,6.222,3.241,7.34,2.733,7.914,2.476,2.655,1.8430000000000002,5.574,5.09,1.614,4.636,4.937,1.9909999999999999,2.077,3.426,6.879,2.7060000000000004,1.81,1.058,8.626,2.391,0.802,4.907,5.7920000000000025,1.9380000000000002,3.5789999999999997,2.323,5.6270000000000024,2.391,3.029,4.504
pc_036,7.3260000000000005,6.901,8.665,7.7479999999999976,8.965,23.191999999999997,4.668,6.358,2.8480000000000003,4.345,1.15,16.046,6.2139999999999995,7.7360000000000015,8.91,6.678999999999999,6.535,6.749,5.935,5.358,2.267,7.5420000000000025,7.165,6.745,8.148,7.331,7.0020000000000024,5.787000000000001,7.7029999999999985,5.4270000000000005,5.61,3.585,6.374,4.803,8.232000000000001,5.587999999999999,0.0,7.266,4.016,2.7739999999999996,5.439,26.905,5.356,7.604,6.56,6.14,5.96,2.926,2.985,3.0069999999999997,5.471,6.672999999999999,7.053999999999999,6.5710000000000015,7.682,5.763999999999999,2.079,4.4460000000000015,3.69,4.78,3.375,8.117,5.127000000000002,7.272,6.52,5.721,7.7929999999999975,5.9620000000000015,7.19,7.597,5.477,7.7070000000000025,5.947,10.505999999999998,7.1229999999999976,27.59,7.34,6.381,6.936,10.343,4.9110000000000005,6.5,7.433,5.151,1.304,5.002,7.846,6.172999999999999,6.827000000000001,4.94,7.529,9.256,5.388,5.294,22.616,10.112,3.887,5.167000000000002,7.496,3.8110000000000004,11.556,8.726,5.692,21.01,6.683,2.648,16.099,7.148,0.125,6.016,10.027999999999999,7.189,5.369,5.6229999999999976,8.01,9.035,6.103,6.642,17.11,4.97,6.489,5.324,2.136,7.9,5.255,5.74,2.455,3.525,6.579,6.193,1.0490000000000002,5.83,8.292,7.0360000000000005,7.394,4.85,7.742000000000001,7.37
pc_037,9.64,0.669,4.151,1.806,3.14,5.375,3.2569999999999997,1.0070000000000001,9.323,3.33,7.624,6.84,2.241,2.11,3.142,4.382,2.0909999999999997,5.0969999999999995,8.825,2.553,8.742,0.564,1.103,2.198,7.6789999999999985,4.162,2.424,2.609,4.333,2.15,2.186,4.6080000000000005,2.4619999999999997,7.027,3.718,2.4419999999999997,7.4570000000000025,0.0,5.4570000000000025,8.702,4.731,6.044,2.569,1.8840000000000001,2.116,2.167,2.359,9.336,9.459,4.378,4.343999999999999,1.2690000000000001,0.905,2.126,2.372,2.6210000000000004,7.095,3.2769999999999997,6.138999999999999,5.989,5.599,7.648,2.509,3.81,3.515,2.3480000000000003,1.112,2.9810000000000003,8.36,4.177,2.681,0.677,2.966,4.738,4.037,12.908,0.637,4.46,0.7040000000000001,4.5760000000000005,2.613,3.216,1.067,2.72,7.779,3.1889999999999996,7.3770000000000024,1.649,2.866,2.929,1.5090000000000001,3.5669999999999997,2.278,2.648,9.946,4.345,3.69,3.4539999999999997,9.764,6.261,11.629000000000001,2.028,5.055,9.862,2.136,9.302999999999999,10.427,2.36,7.5820000000000025,2.9560000000000004,9.354,0.883,2.878,3.575,4.867,3.267,1.774,4.425,6.808,2.633,1.694,3.648,8.611,4.96,3.542,2.367,9.11,4.123,2.577,4.93,7.524,2.207,1.262,0.927,4.92,3.034,1.032,3.679
pc_038,10.468,5.04,5.484,6.769,7.987,10.741,2.984,4.768,4.615,2.4730000000000003,3.602,10.253,4.052,5.379,6.5520000000000005,3.497,5.557,3.568,9.077,3.673,5.409,5.931,6.187,4.387,9.811,4.15,3.821,4.021,5.292999999999998,3.272,4.632,3.156,5.395,7.444,5.051,4.609,4.3210000000000015,5.5870000000000015,0.0,3.8169999999999997,2.258,11.539000000000001,3.215,6.626,5.5820000000000025,3.978,3.7560000000000002,6.068,5.437,2.93,6.475,4.732,6.0760000000000005,5.5920000000000005,5.122999999999998,4.785,2.495,3.2560000000000002,0.902,0.81,1.097,9.779,2.986,4.091,3.339,4.743,6.478,3.906,10.332,4.416,3.326,6.021,3.89,8.148,3.9419999999999997,30.732,5.652,3.2,5.2570000000000014,7.985,3.932,3.319,6.434,4.172,3.7569999999999997,4.272,9.509,5.195,3.6460000000000004,2.799,6.551,6.899,4.41,3.1430000000000002,25.75800000000001,7.754,1.834,4.537,10.638,1.1159999999999999,14.698,7.395,2.211,24.151999999999997,4.325,5.79,19.241,3.967,4.256,2.835,11.485999999999999,5.803,3.2710000000000004,4.658,4.371,6.6770000000000005,4.699,3.4610000000000003,20.252,2.8289999999999997,4.327,2.1430000000000002,5.278,8.905,4.625,4.761,5.597,3.47,4.078,3.012,3.483,4.851,6.606,6.058,4.73,2.708,6.763,4.189
pc_039,9.005,8.005,9.219,9.123,10.34,24.871,6.0429999999999975,7.733,1.05,5.72,1.771,17.725,7.588999999999999,8.344,9.517000000000001,6.462999999999999,7.91,6.84,7.614,6.733,3.947,8.917,8.54,7.352,9.827,7.115,6.7860000000000005,6.9860000000000015,7.9179999999999975,6.237,6.985,4.436,7.749,6.483,8.016,6.9620000000000015,2.859,8.552999999999999,3.8,0.0,5.223,28.584,6.18,8.979,7.935,7.515,6.722,4.605,3.091,4.382,7.414,8.048,8.429,7.9460000000000015,8.088,7.138999999999999,1.617,5.8210000000000015,3.4730000000000003,3.766,3.159,9.796,5.9510000000000005,7.056,6.303999999999999,7.096,9.168,6.871,8.87,7.381,6.291,9.082,6.855,11.113,6.907,29.269000000000002,8.715,6.165,8.311,10.95,6.2860000000000005,6.284,8.808,6.526,1.7990000000000002,6.625,9.525,7.547999999999999,6.6110000000000015,5.763999999999999,8.904,9.863999999999999,6.763,6.108,24.295,10.719000000000001,4.7989999999999995,6.89,9.175,3.4819999999999998,13.235,10.101,5.303,22.69,7.29,4.327,17.778,6.932,2.7939999999999996,5.8,11.708,8.564,6.2360000000000015,7.011,6.996,9.642000000000001,7.478,6.426,18.789,5.794,7.864,5.1080000000000005,3.815,9.843,6.978,7.115,4.1339999999999995,4.91,8.522,5.977,2.05,7.205,9.667,8.411,7.356,5.672999999999999,9.117,7.154
pc_040,11.892000000000001,3.615,3.378,5.7479999999999976,7.081,9.317,3.7960000000000003,4.075,6.046,3.285,5.026,10.300999999999998,3.359,3.937,4.8,1.391,5.44,1.4609999999999999,10.5,3.312,6.8329999999999975,4.506,5.044,2.9619999999999997,9.859,2.043,2.396,2.597,2.415,2.991,5.444,4.57,5.279,8.291,2.945,4.492,5.745,4.163,2.28,5.2410000000000005,0.0,10.207,2.931,5.8260000000000005,5.465,3.284,2.332,7.492000000000001,6.8610000000000015,3.908,6.524,4.039,4.846,5.476,2.991,4.668,3.9189999999999996,4.0680000000000005,2.963,2.813,2.521,9.828,2.705,1.985,1.456,4.626,5.053,2.481,10.231,2.309,2.266,4.596,2.4659999999999997,6.4860000000000015,1.8359999999999999,17.956,4.228,1.093,3.833,6.234,4.744,1.619,5.0089999999999995,4.984,5.18,5.084,9.557,4.717,2.142,2.441,5.4510000000000005,4.69,5.222,2.083,16.604,6.002999999999999,2.6460000000000004,5.349,12.061,3.0839999999999996,16.121,5.97,1.3519999999999999,13.802999999999999,2.9,7.213999999999999,20.665,2.542,5.68,1.775,11.534,4.378,1.875,5.47,1.8880000000000001,4.925,4.842,1.354,10.437999999999999,2.66,3.634,1.083,6.702000000000001,8.309,5.437,4.645,7.021,4.448,4.203,0.905,4.9060000000000015,4.735,5.181,4.868,2.1069999999999998,2.8369999999999997,4.9510000000000005,2.083
pc_041,23.589000000000002,7.879,6.943,5.7620000000000005,4.729,3.411,9.592,6.999,28.787,9.868,27.089000000000002,14.76,9.297,6.984,5.351,8.804,7.1160000000000005,9.52,20.741,9.008,25.265,5.885,7.3660000000000005,7.72,18.324,8.597999999999999,8.496,8.696,7.934,8.684,7.853,11.856,7.497000000000001,21.454,7.202000000000001,7.468,27.296,6.305,11.700999999999999,28.713,10.195,0.0,8.854,7.4289999999999985,6.84,9.222000000000001,8.431000000000001,25.034000000000002,26.730999999999998,10.978,18.71,8.192,5.93,7.0920000000000005,7.249,7.647,28.018,9.865,13.507,12.319,11.940999999999999,18.614,9.094,8.067,9.037,8.763,5.715,8.581,19.578,8.261000000000001,9.006,6.67,8.565,3.864,8.294,9.01,6.059,9.301,7.449,4.4030000000000005,8.237,8.738,5.5710000000000015,8.387,27.244,8.856,18.792,7.642,8.388,9.253,7.053999999999999,5.776,7.855,8.972999999999997,7.657999999999999,4.172,10.228,9.121,23.75800000000001,13.052999999999999,22.16800000000001,5.666,10.729000000000001,11.582,7.657999999999999,25.221999999999998,11.87,7.8820000000000014,27.230999999999998,8.949,19.0,5.909,9.029,10.694,8.908,4.94,7.767,8.682,13.419,9.171,8.336,9.536,25.593000000000004,14.775,9.209,8.781,25.680999999999997,10.866,8.201,9.867,26.989,7.233,7.255,5.952000000000001,9.251,9.572000000000001,6.705,7.647
pc_042,9.017000000000001,2.0140000000000002,4.331,4.069,5.2860000000000005,7.716,1.3130000000000002,1.9,7.0020000000000024,1.111,5.7139999999999995,7.4979999999999976,1.1840000000000002,2.713,3.887,3.4360000000000004,2.8560000000000003,3.783,8.202,0.7290000000000001,6.831,2.905,3.486,1.722,7.056,3.593,1.14,0.81,3.975,0.40399999999999997,1.901,3.343,2.695,6.125,3.898,1.909,5.471,2.562,3.237,6.197,2.931,8.873,0.0,3.925,2.8810000000000002,1.11,0.983,7.49,7.548999999999999,2.68,3.72,1.864,3.375,2.892,2.659,2.085,4.876,1.5859999999999999,3.9189999999999996,3.77,3.14,7.025,0.287,3.005,2.023,2.042,3.452,1.182,7.737,3.859,0.8809999999999999,4.0280000000000005,1.166,5.483,2.8560000000000003,16.623,2.57,3.1039999999999996,2.2319999999999998,5.32,1.655,2.003,3.7539999999999996,2.3480000000000003,5.867999999999999,2.448,6.754,2.495,1.76,0.711,3.85,4.2330000000000005,1.993,0.8490000000000001,12.173,5.0889999999999995,1.47,2.713,9.14,4.041,11.005999999999998,4.369,3.255,13.212,1.66,7.2120000000000015,9.325,1.6640000000000001,5.678,1.156,8.731,3.51,1.078,2.8339999999999996,3.997,4.012,2.24,3.06,7.574,0.413,1.459,1.849,6.7,5.726,2.801,2.061,7.019,2.7310000000000003,1.619,3.33,5.6129999999999995,2.151,4.613,3.358,4.05,0.8140000000000001,4.063,3.415
pc_043,9.71,2.1630000000000003,6.101,0.282,1.5530000000000002,4.63,3.673,1.791,9.493,4.279,7.794,4.9910000000000005,3.239,4.06,4.727,6.3320000000000025,1.415,7.0470000000000015,8.894,3.417,8.912,1.296,0.8240000000000001,3.2769999999999997,7.081,6.1129999999999995,3.503,3.6069999999999998,6.2829999999999995,3.4160000000000004,2.356,4.7780000000000005,1.7009999999999998,8.445,6.579,1.97,7.6270000000000024,1.716,6.29,8.872,5.728,5.638,3.826,0.0,1.044,3.1639999999999997,3.438,10.754000000000001,9.629,4.548,3.384,2.102,0.809,1.295,4.322,2.149,8.177,3.447,6.654,6.8229999999999995,5.9170000000000025,7.05,3.766,5.76,4.593999999999999,1.876,1.3030000000000002,4.66,7.997000000000001,6.1270000000000024,3.678,1.4609999999999999,4.645,5.1080000000000005,5.987,10.725,1.094,5.135,2.198,4.67,2.74,4.295,0.825,2.89,7.949,3.359,6.779,2.4330000000000003,3.945,4.19,0.445,5.152,2.3569999999999998,3.6460000000000004,8.581,4.439,4.523,3.6239999999999997,9.833,6.776,10.933,1.6219999999999999,6.0520000000000005,8.497,3.215,10.720999999999998,6.711,3.4389999999999996,7.7520000000000024,3.9530000000000003,8.658,0.9440000000000001,3.875,3.745,6.817,4.852,2.5580000000000003,6.375,4.96,3.892,2.387,4.645,8.781,3.112,3.7119999999999997,1.895,10.527999999999999,4.293,2.7039999999999997,5.605,7.694,1.735,2.046,0.742,6.87,4.293,1.496,5.629
pc_044,9.173,2.5639999999999996,6.046,1.187,2.405,5.43,2.7439999999999998,2.191,8.564,3.35,6.865,4.724,3.198,4.005,5.489,5.9860000000000015,0.371,6.3329999999999975,8.357000000000001,2.488,7.983,1.696,1.135,3.678,6.585,6.057,3.6889999999999996,3.359,6.227,2.487,1.4269999999999998,3.8489999999999998,0.5870000000000001,7.516,5.6129999999999995,1.041,6.6979999999999995,2.116,5.3610000000000015,7.943,5.481,6.6,2.897,1.044,0.0,3.1239999999999997,3.532,9.825,8.7,3.6189999999999998,2.887,2.503,1.209,0.252,4.2669999999999995,1.22,7.2479999999999976,2.5180000000000002,5.725,5.894,4.988,6.553,2.8369999999999997,5.705,4.572,0.9470000000000001,1.9480000000000002,3.7310000000000003,7.892,6.072,3.431,1.8619999999999999,3.716,5.87,5.4060000000000015,11.434000000000001,1.494,5.654,2.5989999999999998,5.432,1.811,4.553,1.587,1.9609999999999999,7.02,2.43,6.2829999999999995,2.833,4.31,3.26,1.245,5.914,1.4280000000000002,3.398,9.291,5.2010000000000005,3.594,2.695,9.296,5.847,10.436,2.5839999999999996,5.805,10.331,3.616,9.792,6.443,3.84,6.8229999999999995,3.7060000000000004,8.161,1.344,3.628,2.8160000000000003,6.5470000000000015,5.614,2.958,5.609,4.692,2.963,2.7880000000000003,4.398,7.851,2.844,2.783,0.966,9.599,3.363,1.775,5.879,6.765,0.8059999999999999,2.447,1.1909999999999998,6.599,3.364,1.896,5.574
pc_045,8.593,2.024,4.752,3.645,4.862,7.575,1.093,1.91,7.422999999999999,1.656,5.724,7.074,0.07400000000000001,3.028,4.2010000000000005,3.978,2.432,4.325,7.778,0.484,6.8420000000000005,3.266,3.062,2.036,6.6320000000000014,4.135,1.681,1.351,4.177,0.483,1.4780000000000002,3.3560000000000003,2.271,5.905,4.319,1.485,5.482,2.923,3.8080000000000003,6.8020000000000005,3.4730000000000003,9.187999999999999,0.893,3.5010000000000003,2.457,0.0,1.524,7.501,7.559,2.478,3.2969999999999997,1.874,2.952,2.468,2.9730000000000003,1.661,5.127999999999999,1.296,4.172,4.34,3.4339999999999997,6.601,0.8320000000000001,3.5469999999999997,2.5639999999999996,1.618,3.813,1.723,7.313,4.022,1.423,3.6039999999999996,1.7080000000000002,5.7970000000000015,3.398,13.892000000000001,3.237,3.6460000000000004,2.592,5.635,1.2309999999999999,2.545,3.33,2.012,5.879,2.266,6.33,2.0709999999999997,2.302,1.256,3.426,4.548,1.57,1.39,11.749,5.404,2.015,2.531,8.717,4.293,10.582,4.73,3.7969999999999997,12.788,1.974,7.223,8.901,2.205,5.689,1.6980000000000002,8.307,3.0869999999999997,1.62,2.6519999999999997,4.539,4.3260000000000005,1.8159999999999998,3.6010000000000004,7.15,0.9590000000000001,1.469,2.39,6.711,5.3020000000000005,2.6189999999999998,1.6369999999999998,7.03,2.366,1.195,3.8710000000000004,5.624,1.7269999999999999,4.189,2.9339999999999997,4.591,1.36,3.639,3.469
